Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge
2.86E-02,-9.65E-17,,3.98E-02,-1.83E-16,,,,,2.27E-02,-3.86E-16,,1.83E-02,-4.64E-16
2.86E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.27E-02,-3.86E-16,,1.83E-02,-4.64E-16
2.87E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.27E-02,-3.86E-16,,1.83E-02,-4.64E-16
2.87E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.27E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.87E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.27E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.87E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.27E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.88E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.88E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.89E-02,-9.65E-17,,3.99E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.91E-02,-9.66E-17,,3.99E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.92E-02,-9.66E-17,,3.99E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.94E-02,-9.67E-17,,4.00E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.97E-02,-9.67E-17,,4.00E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.84E-02,-4.64E-16
2.99E-02,-9.68E-17,,4.00E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.02E-02,-9.69E-17,,4.00E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.04E-02,-9.69E-17,,4.00E-02,-1.83E-16,,,,,2.28E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.06E-02,-9.70E-17,,4.00E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.09E-02,-9.70E-17,,4.00E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.12E-02,-9.71E-17,,4.00E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.14E-02,-9.72E-17,,4.00E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.17E-02,-9.72E-17,,4.00E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.19E-02,-9.73E-17,,4.01E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.22E-02,-9.73E-17,,4.01E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.85E-02,-4.64E-16
3.25E-02,-9.74E-17,,4.01E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.27E-02,-9.75E-17,,4.01E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.30E-02,-9.75E-17,,4.01E-02,-1.83E-16,,,,,2.29E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.33E-02,-9.76E-17,,4.01E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.35E-02,-9.76E-17,,4.01E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.38E-02,-9.77E-17,,4.01E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.41E-02,-9.77E-17,,4.01E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.43E-02,-9.78E-17,,4.01E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.46E-02,-9.79E-17,,4.02E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.49E-02,-9.79E-17,,4.02E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.86E-02,-4.64E-16
3.52E-02,-9.80E-17,,4.02E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.54E-02,-9.80E-17,,4.02E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.57E-02,-9.81E-17,,4.02E-02,-1.83E-16,,,,,2.30E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.60E-02,-9.81E-17,,4.02E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.63E-02,-9.82E-17,,4.02E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.66E-02,-9.82E-17,,4.02E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.69E-02,-9.83E-17,,4.02E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.71E-02,-9.84E-17,,4.02E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.74E-02,-9.84E-17,,4.03E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.78E-02,-9.85E-17,,4.03E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.87E-02,-4.64E-16
3.81E-02,-9.85E-17,,4.03E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.88E-02,-4.64E-16
3.83E-02,-9.86E-17,,4.03E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.88E-02,-4.64E-16
3.86E-02,-9.86E-17,,4.03E-02,-1.83E-16,,,,,2.31E-02,-3.86E-16,,1.88E-02,-4.64E-16
3.90E-02,-9.87E-17,,4.03E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.88E-02,-4.64E-16
3.93E-02,-9.87E-17,,4.03E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.88E-02,-4.64E-16
3.96E-02,-9.88E-17,,4.03E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.88E-02,-4.64E-16
3.99E-02,-9.88E-17,,4.03E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.88E-02,-4.64E-16
4.02E-02,-9.89E-17,,4.03E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.88E-02,-4.64E-16
4.05E-02,-9.89E-17,,4.04E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.88E-02,-4.64E-16
4.08E-02,-9.90E-17,,4.04E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.88E-02,-4.64E-16
4.11E-02,-9.90E-17,,4.04E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.15E-02,-9.91E-17,,4.04E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.18E-02,-9.91E-17,,4.04E-02,-1.83E-16,,,,,2.32E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.21E-02,-9.92E-17,,4.04E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.25E-02,-9.92E-17,,4.04E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.28E-02,-9.93E-17,,4.04E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.31E-02,-9.93E-17,,4.04E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.34E-02,-9.94E-17,,4.04E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.38E-02,-9.94E-17,,4.05E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.41E-02,-9.95E-17,,4.05E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.89E-02,-4.64E-16
4.44E-02,-9.95E-17,,4.05E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.48E-02,-9.96E-17,,4.05E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.51E-02,-9.96E-17,,4.05E-02,-1.83E-16,,,,,2.33E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.55E-02,-9.97E-17,,4.05E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.58E-02,-9.97E-17,,4.05E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.61E-02,-9.98E-17,,4.05E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.65E-02,-9.98E-17,,4.05E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.69E-02,-9.99E-17,,4.05E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.72E-02,-9.99E-17,,4.06E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.76E-02,-9.99E-17,,4.06E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.90E-02,-4.64E-16
4.79E-02,-1.00E-16,,4.06E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.91E-02,-4.64E-16
4.83E-02,-1.00E-16,,4.06E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.91E-02,-4.64E-16
4.86E-02,-1.00E-16,,4.06E-02,-1.83E-16,,,,,2.34E-02,-3.86E-16,,1.91E-02,-4.64E-16
4.90E-02,-1.00E-16,,4.06E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.91E-02,-4.64E-16
4.94E-02,-1.00E-16,,4.06E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.91E-02,-4.64E-16
4.97E-02,-1.00E-16,,4.06E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.91E-02,-4.64E-16
5.00E-02,-1.00E-16,,4.06E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.91E-02,-4.64E-16
,,,4.06E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.91E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.91E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.91E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.35E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.07E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.92E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.36E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.08E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.93E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.37E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.09E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.94E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.38E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.10E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.95E-02,-4.64E-16
,,,4.11E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.95E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.95E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.39E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.11E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.96E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.40E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.12E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.97E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.41E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.13E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.98E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.42E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.14E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,1.99E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.43E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.15E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.00E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.44E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.16E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.01E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.45E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.17E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.02E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.46E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.18E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.03E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.47E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.19E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.04E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.48E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.20E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.05E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.49E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.21E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.06E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.50E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.51E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.51E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.51E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.51E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.22E-02,-1.83E-16,,,,,2.51E-02,-3.86E-16,,2.07E-02,-4.65E-16
,,,4.23E-02,-1.83E-16,,,,,2.51E-02,-3.86E-16,,2.07E-02,-4.65E-16
