Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge
3.10E-04,-1.63E-17,,1.83E-04,-3.33E-17,,1.11E-04,-3.20E-17,,8.80E-05,-2.53E-17,,5.33E-05,-2.86E-17
3.14E-04,-1.65E-17,,1.84E-04,-3.34E-17,,1.12E-04,-3.23E-17,,8.85E-05,-2.55E-17,,5.43E-05,-2.90E-17
3.20E-04,-1.68E-17,,1.85E-04,-3.36E-17,,1.13E-04,-3.26E-17,,8.91E-05,-2.56E-17,,5.52E-05,-2.94E-17
3.29E-04,-1.71E-17,,1.86E-04,-3.37E-17,,1.14E-04,-3.29E-17,,8.98E-05,-2.58E-17,,5.56E-05,-2.96E-17
3.38E-04,-1.75E-17,,1.87E-04,-3.39E-17,,1.15E-04,-3.31E-17,,9.07E-05,-2.61E-17,,5.61E-05,-2.98E-17
3.48E-04,-1.80E-17,,1.88E-04,-3.41E-17,,1.16E-04,-3.34E-17,,9.17E-05,-2.64E-17,,5.69E-05,-3.01E-17
3.58E-04,-1.84E-17,,1.89E-04,-3.43E-17,,1.17E-04,-3.37E-17,,9.27E-05,-2.66E-17,,5.78E-05,-3.05E-17
3.68E-04,-1.88E-17,,1.91E-04,-3.45E-17,,1.17E-04,-3.38E-17,,9.37E-05,-2.69E-17,,5.87E-05,-3.09E-17
3.73E-04,-1.90E-17,,1.92E-04,-3.47E-17,,1.18E-04,-3.40E-17,,9.47E-05,-2.72E-17,,5.97E-05,-3.13E-17
3.79E-04,-1.93E-17,,1.93E-04,-3.48E-17,,1.19E-04,-3.42E-17,,9.57E-05,-2.75E-17,,6.07E-05,-3.17E-17
3.87E-04,-1.96E-17,,1.94E-04,-3.50E-17,,1.20E-04,-3.45E-17,,9.67E-05,-2.78E-17,,6.17E-05,-3.21E-17
3.92E-04,-1.98E-17,,1.95E-04,-3.51E-17,,1.21E-04,-3.47E-17,,9.77E-05,-2.80E-17,,6.27E-05,-3.25E-17
3.97E-04,-2.00E-17,,1.96E-04,-3.53E-17,,1.22E-04,-3.50E-17,,9.87E-05,-2.83E-17,,6.37E-05,-3.29E-17
4.04E-04,-2.03E-17,,1.98E-04,-3.56E-17,,1.23E-04,-3.53E-17,,9.97E-05,-2.86E-17,,6.47E-05,-3.33E-17
4.09E-04,-2.05E-17,,1.99E-04,-3.57E-17,,1.24E-04,-3.56E-17,,1.01E-04,-2.89E-17,,6.57E-05,-3.37E-17
4.14E-04,-2.07E-17,,2.00E-04,-3.59E-17,,1.25E-04,-3.58E-17,,1.02E-04,-2.92E-17,,6.67E-05,-3.40E-17
4.22E-04,-2.10E-17,,2.01E-04,-3.61E-17,,1.26E-04,-3.61E-17,,1.03E-04,-2.94E-17,,6.72E-05,-3.42E-17
4.24E-04,-2.11E-17,,2.02E-04,-3.62E-17,,1.27E-04,-3.64E-17,,1.04E-04,-2.97E-17,,6.78E-05,-3.45E-17
4.26E-04,-2.11E-17,,2.04E-04,-3.65E-17,,1.28E-04,-3.67E-17,,1.04E-04,-2.99E-17,,6.86E-05,-3.48E-17
4.28E-04,-2.12E-17,,2.06E-04,-3.69E-17,,1.29E-04,-3.69E-17,,1.05E-04,-3.00E-17,,6.95E-05,-3.51E-17
4.31E-04,-2.14E-17,,2.07E-04,-3.70E-17,,1.30E-04,-3.72E-17,,1.06E-04,-3.02E-17,,7.05E-05,-3.55E-17
4.36E-04,-2.16E-17,,2.08E-04,-3.71E-17,,1.31E-04,-3.75E-17,,1.06E-04,-3.05E-17,,7.15E-05,-3.59E-17
4.45E-04,-2.19E-17,,2.08E-04,-3.72E-17,,1.31E-04,-3.76E-17,,1.07E-04,-3.08E-17,,7.25E-05,-3.62E-17
4.55E-04,-2.23E-17,,2.09E-04,-3.73E-17,,1.32E-04,-3.78E-17,,1.08E-04,-3.11E-17,,7.35E-05,-3.66E-17
4.65E-04,-2.27E-17,,2.10E-04,-3.75E-17,,1.32E-04,-3.80E-17,,1.09E-04,-3.13E-17,,7.45E-05,-3.70E-17
4.70E-04,-2.29E-17,,2.13E-04,-3.79E-17,,1.33E-04,-3.83E-17,,1.10E-04,-3.16E-17,,7.55E-05,-3.74E-17
4.76E-04,-2.31E-17,,2.15E-04,-3.83E-17,,1.34E-04,-3.85E-17,,1.11E-04,-3.19E-17,,7.65E-05,-3.77E-17
4.84E-04,-2.34E-17,,2.17E-04,-3.86E-17,,1.35E-04,-3.88E-17,,1.12E-04,-3.22E-17,,7.75E-05,-3.81E-17
4.88E-04,-2.35E-17,,2.19E-04,-3.88E-17,,1.36E-04,-3.91E-17,,1.13E-04,-3.25E-17,,7.85E-05,-3.85E-17
4.94E-04,-2.38E-17,,2.21E-04,-3.91E-17,,1.37E-04,-3.93E-17,,1.14E-04,-3.27E-17,,7.90E-05,-3.86E-17
4.96E-04,-2.38E-17,,2.24E-04,-3.95E-17,,1.38E-04,-3.96E-17,,1.15E-04,-3.30E-17,,7.96E-05,-3.89E-17
4.98E-04,-2.39E-17,,2.25E-04,-3.98E-17,,1.39E-04,-3.99E-17,,1.16E-04,-3.33E-17,,8.03E-05,-3.91E-17
5.01E-04,-2.40E-17,,2.27E-04,-4.00E-17,,1.40E-04,-4.02E-17,,1.17E-04,-3.36E-17,,8.12E-05,-3.95E-17
5.06E-04,-2.42E-17,,2.28E-04,-4.02E-17,,1.41E-04,-4.04E-17,,1.18E-04,-3.38E-17,,8.22E-05,-3.98E-17
5.15E-04,-2.45E-17,,2.29E-04,-4.04E-17,,1.42E-04,-4.07E-17,,1.19E-04,-3.41E-17,,8.32E-05,-4.02E-17
5.25E-04,-2.49E-17,,2.31E-04,-4.07E-17,,1.43E-04,-4.10E-17,,1.20E-04,-3.44E-17,,8.42E-05,-4.05E-17
5.30E-04,-2.51E-17,,2.33E-04,-4.09E-17,,1.44E-04,-4.11E-17,,1.21E-04,-3.47E-17,,8.47E-05,-4.07E-17
5.36E-04,-2.53E-17,,2.34E-04,-4.11E-17,,1.44E-04,-4.13E-17,,1.22E-04,-3.50E-17,,8.53E-05,-4.09E-17
5.44E-04,-2.55E-17,,2.36E-04,-4.14E-17,,1.45E-04,-4.15E-17,,1.23E-04,-3.52E-17,,8.61E-05,-4.12E-17
5.53E-04,-2.59E-17,,2.39E-04,-4.17E-17,,1.46E-04,-4.17E-17,,1.24E-04,-3.55E-17,,8.70E-05,-4.15E-17
5.58E-04,-2.60E-17,,2.41E-04,-4.21E-17,,1.47E-04,-4.20E-17,,1.25E-04,-3.58E-17,,8.80E-05,-4.18E-17
5.63E-04,-2.62E-17,,2.43E-04,-4.24E-17,,1.48E-04,-4.23E-17,,1.26E-04,-3.61E-17,,8.90E-05,-4.22E-17
5.67E-04,-2.64E-17,,2.45E-04,-4.26E-17,,1.49E-04,-4.25E-17,,1.27E-04,-3.64E-17,,9.00E-05,-4.25E-17
5.69E-04,-2.64E-17,,2.47E-04,-4.30E-17,,1.50E-04,-4.28E-17,,1.28E-04,-3.66E-17,,9.05E-05,-4.27E-17
5.72E-04,-2.65E-17,,2.50E-04,-4.33E-17,,1.51E-04,-4.31E-17,,1.29E-04,-3.69E-17,,9.11E-05,-4.29E-17
5.76E-04,-2.67E-17,,2.51E-04,-4.35E-17,,1.52E-04,-4.33E-17,,1.30E-04,-3.71E-17,,9.18E-05,-4.32E-17
5.79E-04,-2.68E-17,,2.52E-04,-4.37E-17,,1.53E-04,-4.36E-17,,1.31E-04,-3.72E-17,,9.27E-05,-4.35E-17
5.81E-04,-2.68E-17,,2.53E-04,-4.39E-17,,1.54E-04,-4.39E-17,,1.31E-04,-3.74E-17,,9.37E-05,-4.38E-17
5.83E-04,-2.69E-17,,2.56E-04,-4.42E-17,,1.55E-04,-4.42E-17,,1.32E-04,-3.76E-17,,9.47E-05,-4.42E-17
5.88E-04,-2.71E-17,,2.59E-04,-4.46E-17,,1.56E-04,-4.43E-17,,1.32E-04,-3.77E-17,,9.57E-05,-4.45E-17
5.96E-04,-2.74E-17,,2.60E-04,-4.48E-17,,1.56E-04,-4.45E-17,,1.33E-04,-3.79E-17,,9.67E-05,-4.48E-17
6.01E-04,-2.75E-17,,2.61E-04,-4.49E-17,,1.57E-04,-4.47E-17,,1.34E-04,-3.82E-17,,9.77E-05,-4.52E-17
6.07E-04,-2.77E-17,,2.62E-04,-4.51E-17,,1.58E-04,-4.49E-17,,1.35E-04,-3.84E-17,,9.82E-05,-4.53E-17
6.09E-04,-2.78E-17,,2.64E-04,-4.54E-17,,1.59E-04,-4.52E-17,,1.35E-04,-3.86E-17,,9.88E-05,-4.55E-17
6.11E-04,-2.79E-17,,2.67E-04,-4.58E-17,,1.60E-04,-4.54E-17,,1.36E-04,-3.87E-17,,9.96E-05,-4.58E-17
6.14E-04,-2.80E-17,,2.70E-04,-4.62E-17,,1.61E-04,-4.57E-17,,1.37E-04,-3.90E-17,,1.00E-04,-4.61E-17
6.19E-04,-2.81E-17,,2.71E-04,-4.64E-17,,1.62E-04,-4.60E-17,,1.38E-04,-3.92E-17,,1.01E-04,-4.64E-17
6.28E-04,-2.84E-17,,2.73E-04,-4.66E-17,,1.63E-04,-4.62E-17,,1.39E-04,-3.95E-17,,1.02E-04,-4.68E-17
6.33E-04,-2.86E-17,,2.75E-04,-4.69E-17,,1.64E-04,-4.65E-17,,1.39E-04,-3.96E-17,,1.03E-04,-4.69E-17
6.39E-04,-2.88E-17,,2.77E-04,-4.72E-17,,1.65E-04,-4.68E-17,,1.40E-04,-3.98E-17,,1.04E-04,-4.71E-17
6.47E-04,-2.90E-17,,2.79E-04,-4.75E-17,,1.66E-04,-4.70E-17,,1.41E-04,-4.00E-17,,1.04E-04,-4.74E-17
6.52E-04,-2.92E-17,,2.82E-04,-4.79E-17,,1.67E-04,-4.73E-17,,1.41E-04,-4.03E-17,,1.05E-04,-4.77E-17
6.57E-04,-2.93E-17,,2.84E-04,-4.82E-17,,1.68E-04,-4.76E-17,,1.42E-04,-4.05E-17,,1.06E-04,-4.80E-17
6.65E-04,-2.96E-17,,2.86E-04,-4.85E-17,,1.69E-04,-4.78E-17,,1.43E-04,-4.08E-17,,1.07E-04,-4.83E-17
6.69E-04,-2.97E-17,,2.88E-04,-4.87E-17,,1.70E-04,-4.81E-17,,1.44E-04,-4.11E-17,,1.08E-04,-4.86E-17
6.74E-04,-2.99E-17,,2.91E-04,-4.91E-17,,1.71E-04,-4.84E-17,,1.45E-04,-4.14E-17,,1.09E-04,-4.89E-17
6.76E-04,-2.99E-17,,2.94E-04,-4.94E-17,,1.72E-04,-4.86E-17,,1.46E-04,-4.16E-17,,1.10E-04,-4.93E-17
6.78E-04,-3.00E-17,,2.96E-04,-4.97E-17,,1.73E-04,-4.89E-17,,1.47E-04,-4.18E-17,,1.11E-04,-4.94E-17
6.81E-04,-3.01E-17,,2.98E-04,-5.00E-17,,1.74E-04,-4.92E-17,,1.48E-04,-4.19E-17,,1.11E-04,-4.96E-17
6.84E-04,-3.02E-17,,3.00E-04,-5.03E-17,,1.75E-04,-4.94E-17,,1.48E-04,-4.22E-17,,1.12E-04,-4.99E-17
6.87E-04,-3.03E-17,,3.03E-04,-5.06E-17,,1.76E-04,-4.97E-17,,1.49E-04,-4.24E-17,,1.13E-04,-5.01E-17
6.91E-04,-3.04E-17,,3.05E-04,-5.10E-17,,1.77E-04,-5.00E-17,,1.50E-04,-4.25E-17,,1.14E-04,-5.05E-17
6.94E-04,-3.05E-17,,3.08E-04,-5.14E-17,,1.78E-04,-5.02E-17,,1.50E-04,-4.27E-17,,1.15E-04,-5.08E-17
6.98E-04,-3.06E-17,,3.14E-04,-5.22E-17,,1.78E-04,-5.04E-17,,1.51E-04,-4.29E-17,,1.16E-04,-5.11E-17
7.03E-04,-3.08E-17,,3.23E-04,-5.33E-17,,1.79E-04,-5.05E-17,,1.52E-04,-4.32E-17,,1.17E-04,-5.14E-17
7.12E-04,-3.10E-17,,3.28E-04,-5.39E-17,,1.80E-04,-5.07E-17,,1.52E-04,-4.33E-17,,1.17E-04,-5.16E-17
7.21E-04,-3.13E-17,,3.33E-04,-5.46E-17,,1.81E-04,-5.10E-17,,1.53E-04,-4.35E-17,,1.18E-04,-5.17E-17
7.26E-04,-3.15E-17,,3.37E-04,-5.51E-17,,1.82E-04,-5.13E-17,,1.54E-04,-4.37E-17,,1.19E-04,-5.20E-17
7.32E-04,-3.16E-17,,3.40E-04,-5.54E-17,,1.83E-04,-5.15E-17,,1.55E-04,-4.39E-17,,1.20E-04,-5.23E-17
7.34E-04,-3.17E-17,,3.44E-04,-5.59E-17,,1.84E-04,-5.18E-17,,1.56E-04,-4.42E-17,,1.20E-04,-5.24E-17
7.36E-04,-3.18E-17,,3.50E-04,-5.67E-17,,1.85E-04,-5.20E-17,,1.57E-04,-4.45E-17,,1.21E-04,-5.26E-17
7.40E-04,-3.19E-17,,3.59E-04,-5.78E-17,,1.86E-04,-5.23E-17,,1.58E-04,-4.48E-17,,1.21E-04,-5.27E-17
7.42E-04,-3.19E-17,,3.68E-04,-5.89E-17,,1.87E-04,-5.26E-17,,1.59E-04,-4.50E-17,,1.22E-04,-5.29E-17
7.44E-04,-3.20E-17,,3.73E-04,-5.95E-17,,1.88E-04,-5.28E-17,,1.60E-04,-4.53E-17,,1.22E-04,-5.31E-17
7.46E-04,-3.20E-17,,3.79E-04,-6.03E-17,,1.89E-04,-5.31E-17,,1.61E-04,-4.56E-17,,1.23E-04,-5.34E-17
7.48E-04,-3.21E-17,,3.87E-04,-6.12E-17,,1.90E-04,-5.34E-17,,1.62E-04,-4.59E-17,,1.24E-04,-5.37E-17
7.52E-04,-3.22E-17,,3.96E-04,-6.22E-17,,1.91E-04,-5.36E-17,,1.63E-04,-4.61E-17,,1.25E-04,-5.40E-17
7.60E-04,-3.25E-17,,4.06E-04,-6.33E-17,,1.92E-04,-5.39E-17,,1.64E-04,-4.64E-17,,1.26E-04,-5.41E-17
7.70E-04,-3.27E-17,,4.16E-04,-6.45E-17,,1.93E-04,-5.41E-17,,1.65E-04,-4.67E-17,,1.26E-04,-5.43E-17
7.72E-04,-3.28E-17,,4.26E-04,-6.56E-17,,1.94E-04,-5.44E-17,,1.66E-04,-4.70E-17,,1.27E-04,-5.45E-17
7.76E-04,-3.29E-17,,4.36E-04,-6.67E-17,,1.95E-04,-5.47E-17,,1.67E-04,-4.73E-17,,1.28E-04,-5.47E-17
7.83E-04,-3.31E-17,,4.46E-04,-6.78E-17,,1.96E-04,-5.49E-17,,1.68E-04,-4.75E-17,,1.28E-04,-5.48E-17
7.85E-04,-3.32E-17,,4.56E-04,-6.88E-17,,1.97E-04,-5.52E-17,,1.69E-04,-4.78E-17,,1.29E-04,-5.51E-17
7.87E-04,-3.32E-17,,4.66E-04,-6.99E-17,,1.98E-04,-5.54E-17,,1.70E-04,-4.81E-17,,1.29E-04,-5.52E-17
7.91E-04,-3.33E-17,,4.76E-04,-7.09E-17,,1.99E-04,-5.57E-17,,1.71E-04,-4.84E-17,,1.30E-04,-5.54E-17
7.97E-04,-3.35E-17,,4.86E-04,-7.19E-17,,1.99E-04,-5.58E-17,,1.72E-04,-4.87E-17,,1.31E-04,-5.56E-17
8.06E-04,-3.38E-17,,4.96E-04,-7.29E-17,,2.00E-04,-5.60E-17,,1.73E-04,-4.89E-17,,1.31E-04,-5.58E-17
8.08E-04,-3.38E-17,,5.06E-04,-7.39E-17,,2.01E-04,-5.62E-17,,1.74E-04,-4.92E-17,,1.32E-04,-5.61E-17
8.11E-04,-3.39E-17,,5.16E-04,-7.49E-17,,2.02E-04,-5.65E-17,,1.75E-04,-4.95E-17,,1.33E-04,-5.64E-17
8.13E-04,-3.40E-17,,5.21E-04,-7.54E-17,,2.03E-04,-5.67E-17,,1.76E-04,-4.98E-17,,1.34E-04,-5.67E-17
8.16E-04,-3.40E-17,,5.27E-04,-7.60E-17,,2.04E-04,-5.70E-17,,1.77E-04,-5.00E-17,,1.35E-04,-5.69E-17
8.19E-04,-3.41E-17,,5.34E-04,-7.67E-17,,2.05E-04,-5.72E-17,,1.78E-04,-5.03E-17,,1.36E-04,-5.71E-17
8.25E-04,-3.43E-17,,5.43E-04,-7.76E-17,,2.06E-04,-5.75E-17,,1.79E-04,-5.06E-17,,1.36E-04,-5.73E-17
8.30E-04,-3.44E-17,,5.48E-04,-7.80E-17,,2.07E-04,-5.78E-17,,1.79E-04,-5.07E-17,,1.37E-04,-5.76E-17
8.35E-04,-3.46E-17,,5.54E-04,-7.86E-17,,2.08E-04,-5.80E-17,,1.80E-04,-5.09E-17,,1.38E-04,-5.78E-17
8.42E-04,-3.48E-17,,5.62E-04,-7.92E-17,,2.09E-04,-5.83E-17,,1.81E-04,-5.11E-17,,1.39E-04,-5.81E-17
8.51E-04,-3.50E-17,,5.71E-04,-8.01E-17,,2.10E-04,-5.85E-17,,1.81E-04,-5.14E-17,,1.40E-04,-5.84E-17
8.56E-04,-3.51E-17,,5.81E-04,-8.09E-17,,2.11E-04,-5.88E-17,,1.82E-04,-5.15E-17,,1.41E-04,-5.87E-17
8.62E-04,-3.53E-17,,5.86E-04,-8.14E-17,,2.12E-04,-5.90E-17,,1.83E-04,-5.17E-17,,1.42E-04,-5.90E-17
8.66E-04,-3.54E-17,,5.92E-04,-8.19E-17,,2.13E-04,-5.93E-17,,1.83E-04,-5.19E-17,,1.43E-04,-5.93E-17
8.70E-04,-3.55E-17,,5.95E-04,-8.22E-17,,2.14E-04,-5.95E-17,,1.84E-04,-5.21E-17,,1.44E-04,-5.95E-17
8.77E-04,-3.57E-17,,6.00E-04,-8.27E-17,,2.15E-04,-5.98E-17,,1.85E-04,-5.24E-17,,1.44E-04,-5.96E-17
8.86E-04,-3.59E-17,,6.08E-04,-8.33E-17,,2.16E-04,-6.01E-17,,1.86E-04,-5.27E-17,,1.45E-04,-5.98E-17
8.96E-04,-3.62E-17,,6.12E-04,-8.36E-17,,2.17E-04,-6.03E-17,,1.87E-04,-5.30E-17,,1.46E-04,-6.01E-17
9.01E-04,-3.63E-17,,6.17E-04,-8.41E-17,,2.18E-04,-6.06E-17,,1.88E-04,-5.32E-17,,1.47E-04,-6.04E-17
9.04E-04,-3.64E-17,,6.25E-04,-8.47E-17,,2.19E-04,-6.08E-17,,1.89E-04,-5.35E-17,,1.47E-04,-6.05E-17
9.08E-04,-3.65E-17,,6.34E-04,-8.55E-17,,2.20E-04,-6.11E-17,,1.90E-04,-5.38E-17,,1.48E-04,-6.07E-17
9.15E-04,-3.67E-17,,6.39E-04,-8.59E-17,,2.21E-04,-6.13E-17,,1.91E-04,-5.41E-17,,1.49E-04,-6.09E-17
9.23E-04,-3.69E-17,,6.42E-04,-8.61E-17,,2.22E-04,-6.16E-17,,1.92E-04,-5.43E-17,,1.50E-04,-6.12E-17
9.26E-04,-3.69E-17,,6.46E-04,-8.65E-17,,2.22E-04,-6.17E-17,,1.93E-04,-5.46E-17,,1.51E-04,-6.15E-17
9.29E-04,-3.70E-17,,6.53E-04,-8.70E-17,,2.23E-04,-6.19E-17,,1.94E-04,-5.49E-17,,1.52E-04,-6.17E-17
9.34E-04,-3.72E-17,,6.55E-04,-8.72E-17,,2.24E-04,-6.21E-17,,1.95E-04,-5.52E-17,,1.53E-04,-6.20E-17
9.43E-04,-3.74E-17,,6.58E-04,-8.75E-17,,2.25E-04,-6.24E-17,,1.96E-04,-5.53E-17,,1.54E-04,-6.23E-17
9.52E-04,-3.76E-17,,6.64E-04,-8.79E-17,,2.26E-04,-6.27E-17,,1.96E-04,-5.55E-17,,1.55E-04,-6.26E-17
9.55E-04,-3.77E-17,,6.68E-04,-8.82E-17,,2.27E-04,-6.29E-17,,1.97E-04,-5.57E-17,,1.56E-04,-6.29E-17
9.58E-04,-3.77E-17,,6.73E-04,-8.86E-17,,2.28E-04,-6.32E-17,,1.98E-04,-5.59E-17,,1.56E-04,-6.30E-17
9.62E-04,-3.78E-17,,6.80E-04,-8.91E-17,,2.29E-04,-6.34E-17,,1.99E-04,-5.62E-17,,1.57E-04,-6.32E-17
9.65E-04,-3.79E-17,,6.89E-04,-8.98E-17,,2.30E-04,-6.37E-17,,2.00E-04,-5.65E-17,,1.58E-04,-6.34E-17
9.67E-04,-3.80E-17,,6.94E-04,-9.02E-17,,2.31E-04,-6.40E-17,,2.01E-04,-5.68E-17,,1.58E-04,-6.35E-17
9.70E-04,-3.80E-17,,6.97E-04,-9.04E-17,,2.32E-04,-6.42E-17,,2.02E-04,-5.71E-17,,1.59E-04,-6.37E-17
9.73E-04,-3.81E-17,,7.01E-04,-9.08E-17,,2.33E-04,-6.45E-17,,2.03E-04,-5.73E-17,,1.59E-04,-6.39E-17
9.81E-04,-3.83E-17,,7.04E-04,-9.10E-17,,2.34E-04,-6.47E-17,,2.04E-04,-5.76E-17,,1.60E-04,-6.42E-17
9.83E-04,-3.84E-17,,7.09E-04,-9.13E-17,,2.35E-04,-6.50E-17,,2.05E-04,-5.79E-17,,1.61E-04,-6.44E-17
9.86E-04,-3.84E-17,,7.16E-04,-9.18E-17,,2.36E-04,-6.52E-17,,2.06E-04,-5.82E-17,,1.62E-04,-6.46E-17
9.90E-04,-3.85E-17,,7.18E-04,-9.20E-17,,2.37E-04,-6.55E-17,,2.07E-04,-5.84E-17,,1.62E-04,-6.47E-17
9.93E-04,-3.86E-17,,7.22E-04,-9.23E-17,,2.38E-04,-6.57E-17,,2.08E-04,-5.87E-17,,1.63E-04,-6.49E-17
9.97E-04,-3.87E-17,,7.27E-04,-9.27E-17,,2.39E-04,-6.60E-17,,2.09E-04,-5.90E-17,,1.63E-04,-6.51E-17
1.00E-03,-3.88E-17,,7.31E-04,-9.30E-17,,2.40E-04,-6.62E-17,,2.10E-04,-5.93E-17,,1.64E-04,-6.52E-17
1.01E-03,-3.90E-17,,7.34E-04,-9.31E-17,,2.41E-04,-6.65E-17,,2.11E-04,-5.96E-17,,1.65E-04,-6.54E-17
1.02E-03,-3.91E-17,,7.35E-04,-9.33E-17,,2.42E-04,-6.66E-17,,2.11E-04,-5.97E-17,,1.66E-04,-6.57E-17
1.02E-03,-3.92E-17,,7.37E-04,-9.34E-17,,2.42E-04,-6.67E-17,,2.12E-04,-5.99E-17,,1.67E-04,-6.59E-17
1.02E-03,-3.93E-17,,7.40E-04,-9.36E-17,,2.43E-04,-6.69E-17,,2.13E-04,-6.01E-17,,1.68E-04,-6.62E-17
1.02E-03,-3.93E-17,,7.42E-04,-9.37E-17,,2.44E-04,-6.71E-17,,2.14E-04,-6.03E-17,,1.69E-04,-6.65E-17
1.03E-03,-3.94E-17,,7.44E-04,-9.39E-17,,2.44E-04,-6.73E-17,,2.15E-04,-6.06E-17,,1.70E-04,-6.68E-17
1.03E-03,-3.95E-17,,7.46E-04,-9.40E-17,,2.45E-04,-6.75E-17,,2.16E-04,-6.09E-17,,1.71E-04,-6.70E-17
1.03E-03,-3.96E-17,,7.48E-04,-9.42E-17,,2.46E-04,-6.78E-17,,2.17E-04,-6.12E-17,,1.72E-04,-6.73E-17
1.04E-03,-3.97E-17,,7.51E-04,-9.44E-17,,2.48E-04,-6.80E-17,,2.18E-04,-6.14E-17,,1.73E-04,-6.76E-17
1.04E-03,-3.98E-17,,7.56E-04,-9.47E-17,,2.49E-04,-6.83E-17,,2.19E-04,-6.17E-17,,1.74E-04,-6.79E-17
1.05E-03,-4.00E-17,,7.65E-04,-9.53E-17,,2.50E-04,-6.85E-17,,2.20E-04,-6.20E-17,,1.75E-04,-6.81E-17
1.06E-03,-4.02E-17,,7.75E-04,-9.60E-17,,2.51E-04,-6.88E-17,,2.21E-04,-6.23E-17,,1.76E-04,-6.84E-17
1.07E-03,-4.03E-17,,7.85E-04,-9.67E-17,,2.52E-04,-6.90E-17,,2.22E-04,-6.25E-17,,1.77E-04,-6.87E-17
1.07E-03,-4.04E-17,,7.95E-04,-9.73E-17,,2.53E-04,-6.93E-17,,2.23E-04,-6.28E-17,,1.78E-04,-6.90E-17
1.07E-03,-4.05E-17,,8.00E-04,-9.77E-17,,2.54E-04,-6.96E-17,,2.24E-04,-6.31E-17,,1.79E-04,-6.92E-17
1.08E-03,-4.06E-17,,8.03E-04,-9.79E-17,,2.54E-04,-6.97E-17,,2.24E-04,-6.32E-17,,1.79E-04,-6.94E-17
1.09E-03,-4.08E-17,,8.06E-04,-9.81E-17,,2.55E-04,-6.99E-17,,2.25E-04,-6.34E-17,,1.80E-04,-6.95E-17
1.10E-03,-4.10E-17,,8.11E-04,-9.84E-17,,2.56E-04,-7.01E-17,,2.26E-04,-6.36E-17,,1.80E-04,-6.96E-17
1.11E-03,-4.12E-17,,8.19E-04,-9.90E-17,,2.57E-04,-7.04E-17,,2.26E-04,-6.39E-17,,1.81E-04,-6.98E-17
1.11E-03,-4.13E-17,,8.24E-04,-9.93E-17,,2.58E-04,-7.07E-17,,2.27E-04,-6.41E-17,,1.81E-04,-7.00E-17
1.12E-03,-4.14E-17,,8.30E-04,-9.96E-17,,2.59E-04,-7.09E-17,,2.28E-04,-6.43E-17,,1.82E-04,-7.02E-17
1.13E-03,-4.16E-17,,8.37E-04,-1.00E-16,,2.60E-04,-7.12E-17,,2.28E-04,-6.44E-17,,1.83E-04,-7.05E-17
1.13E-03,-4.17E-17,,8.46E-04,-1.01E-16,,2.61E-04,-7.15E-17,,2.29E-04,-6.47E-17,,1.84E-04,-7.07E-17
1.13E-03,-4.18E-17,,8.56E-04,-1.01E-16,,2.63E-04,-7.17E-17,,2.30E-04,-6.49E-17,,1.85E-04,-7.10E-17
1.14E-03,-4.18E-17,,8.59E-04,-1.01E-16,,2.64E-04,-7.20E-17,,2.31E-04,-6.50E-17,,1.86E-04,-7.13E-17
1.14E-03,-4.19E-17,,8.62E-04,-1.02E-16,,2.65E-04,-7.22E-17,,2.31E-04,-6.52E-17,,1.87E-04,-7.15E-17
1.15E-03,-4.21E-17,,8.66E-04,-1.02E-16,,2.66E-04,-7.25E-17,,2.32E-04,-6.54E-17,,1.88E-04,-7.18E-17
1.16E-03,-4.23E-17,,8.69E-04,-1.02E-16,,2.67E-04,-7.28E-17,,2.33E-04,-6.57E-17,,1.89E-04,-7.21E-17
1.17E-03,-4.25E-17,,8.71E-04,-1.02E-16,,2.68E-04,-7.30E-17,,2.34E-04,-6.59E-17,,1.90E-04,-7.23E-17
1.18E-03,-4.27E-17,,8.74E-04,-1.02E-16,,2.69E-04,-7.33E-17,,2.35E-04,-6.62E-17,,1.91E-04,-7.26E-17
1.18E-03,-4.28E-17,,8.77E-04,-1.03E-16,,2.70E-04,-7.35E-17,,2.36E-04,-6.65E-17,,1.92E-04,-7.29E-17
1.19E-03,-4.29E-17,,8.80E-04,-1.03E-16,,2.71E-04,-7.38E-17,,2.37E-04,-6.68E-17,,1.93E-04,-7.31E-17
1.19E-03,-4.30E-17,,8.83E-04,-1.03E-16,,2.72E-04,-7.41E-17,,2.38E-04,-6.71E-17,,1.94E-04,-7.34E-17
1.20E-03,-4.31E-17,,8.88E-04,-1.03E-16,,2.73E-04,-7.43E-17,,2.39E-04,-6.73E-17,,1.95E-04,-7.36E-17
1.20E-03,-4.33E-17,,8.95E-04,-1.04E-16,,2.74E-04,-7.45E-17,,2.40E-04,-6.76E-17,,1.96E-04,-7.39E-17
1.21E-03,-4.33E-17,,9.04E-04,-1.04E-16,,2.74E-04,-7.45E-17,,2.41E-04,-6.79E-17,,1.97E-04,-7.42E-17
1.21E-03,-4.35E-17,,9.14E-04,-1.05E-16,,2.75E-04,-7.46E-17,,2.42E-04,-6.82E-17,,1.98E-04,-7.44E-17
1.22E-03,-4.35E-17,,9.24E-04,-1.05E-16,,2.75E-04,-7.47E-17,,2.43E-04,-6.84E-17,,1.99E-04,-7.47E-17
